gene,total,mean,var,sd,min,max,median
CNAG_01825,3082,102.73333333333333,985.6505747126437,31.395072459108032,46,173,93
CNAG_01826,2912,97.06666666666666,610.3402298850575,24.705064863000413,37,159,96.5
CNAG_01827,318,10.6,39.765517241379314,6.305990583673537,1,24,9.5
CNAG_01828,4957,165.23333333333332,1017.7712643678161,31.902527554534235,102,229,168
CNAG_01832,3425,114.16666666666667,1053.5229885057472,32.45801886292118,58,173,107
CNAG_01833,34526,1150.8666666666666,110433.6367816092,332.3155680698832,536,1910,1142.5
CNAG_01834,17505,583.5,10671.637931034482,103.30362012550422,259,758,590.5
CNAG_01835,7596,253.2,17704.372413793102,133.05777847909945,82,502,219
CNAG_01837,11884,396.1333333333333,8171.36091954023,90.39558019914597,211,632,396
CNAG_01839,15552,518.4,14459.28275862069,120.24675778839398,229,680,548.5
CNAG_01840,201417,6713.9,2180974.7827586206,1476.8123722256055,4382,9887,6478
CNAG_01841,574,19.133333333333333,243.91264367816092,15.617702893772853,4,69,12
CNAG_01842,14568,485.6,21597.21379310345,146.95990539294536,174,799,497
CNAG_01843,33651,1121.7,111589.25172413792,334.0497743213396,605,1797,1101
CNAG_01844,2709,90.3,731.3896551724138,27.044216667753826,47,153,83
CNAG_01845,24873,829.1,33519.26551724138,183.08267399522376,456,1200,852.5
CNAG_01846,3155,105.16666666666667,1942.4885057471265,44.07367134409302,39,232,103.5
CNAG_01847,1713,57.1,482.0931034482759,21.956618670648627,21,114,54.5
CNAG_01848,23898,796.6,153547.07586206897,391.85083368811274,367,1643,629
CNAG_01849,1136,37.86666666666667,143.6367816091954,11.98485634495447,14,61,35
CNAG_01850,16678,555.9333333333333,26111.098850574712,161.58929064320665,270,833,573
CNAG_01851,42,1.4,5.213793103448276,2.2833731853221617,0,9,0
CNAG_01852,24328,810.9333333333333,21928.685057471266,148.08337198170247,473,1094,813
CNAG_01853,19086,636.2,15321.268965517242,123.77911360773773,325,910,647.5
CNAG_01854,170814,5693.8,4003485.751724138,2000.8712481626942,1870,9992,5695.5
CNAG_01855,13765,458.8333333333333,18506.2816091954,136.03779478216853,222,728,446
CNAG_01856,2113,70.43333333333334,564.5298850574712,23.759837647961135,13,108,71.5
CNAG_01857,278,9.266666666666667,24.064367816091956,4.9055445993377695,2,23,8
CNAG_01858,406,13.533333333333333,64.05057471264368,8.003160295323571,5,31,10
CNAG_01859,9500,316.6666666666667,7891.402298850575,88.83356515895653,110,477,313
CNAG_01860,3175,105.83333333333333,1043.2471264367816,32.299336315732276,43,165,108.5
CNAG_01861,10579,352.6333333333333,9522.309195402298,97.58232009643088,175,533,341.5
CNAG_01862,786,26.2,663.751724137931,25.76337951701855,2,77,13
CNAG_01863,34500,1150,55535.65517241379,235.66004152680145,722,1610,1114
CNAG_01864,7696,256.53333333333336,6057.36091954023,77.82904932954166,132,388,264.5
CNAG_01865,2033,67.76666666666667,534.116091954023,23.110951775165447,35,127,67
CNAG_01866,4496,149.86666666666667,4059.8436781609194,63.7169026095974,68,289,130
CNAG_01867,10576,352.53333333333336,6851.016091954023,82.77086499459833,185,489,358.5
CNAG_01868,8887,296.23333333333335,7574.391954022988,87.03098272467678,148,450,295.5
CNAG_01869,3947,131.56666666666666,891.0816091954023,29.8509900873556,71,180,131
CNAG_01870,48113,1603.7666666666667,117758.87471264368,343.160129841221,925,2279,1696
CNAG_01871,15260,508.6666666666667,13114.574712643678,114.51888365087952,301,679,504.5
CNAG_01872,13894,463.1333333333333,39526.464367816094,198.81263633837787,213,947,396.5
CNAG_01873,325,10.833333333333334,132.00574712643677,11.489375401928374,0,44,6
CNAG_01874,16097,536.5666666666667,38137.35747126437,195.28788357515774,233,973,521
CNAG_01875,8697,289.9,5472.920689655172,73.97919092322633,145,409,281
CNAG_01876,4730,157.66666666666666,1524.4367816091954,39.04403644103918,87,233,151.5
CNAG_01877,77128,2570.9333333333334,823771.1678160919,907.6184042956004,915,4321,2648
CNAG_01878,7727,257.56666666666666,4438.254022988505,66.62022232767244,138,383,267.5
CNAG_01879,5905,196.83333333333334,4382.4885057471265,66.20036635659297,102,355,177.5
CNAG_01880,9568,318.93333333333334,3935.0988505747127,62.730366255703565,180,451,310.5
CNAG_01881,59610,1987,255965.72413793104,505.9305526828075,1052,3084,2017
CNAG_01882,7553,251.76666666666668,8636.52988505747,92.93293218798959,116,489,216
CNAG_01883,695,23.166666666666668,147.38505747126436,12.140224770211809,5,45,21
CNAG_01884,700857,23361.9,99088540.78275862,9954.322718435375,8954,51203,23809
CNAG_01885,7563,252.1,3710.0241379310346,60.90996747603002,113,341,260
CNAG_01886,7898,263.26666666666665,11166.685057471264,105.67253691225201,139,572,228.5
CNAG_01889,3278,109.26666666666667,2894.8919540229886,53.80420015224637,39,252,96
CNAG_01890,475519,15850.633333333333,52929308.378160916,7275.253148733789,3837,33062,16525.5
CNAG_01891,7114,237.13333333333333,3591.5678160919542,59.9296906056752,138,345,234
CNAG_01892,10659,355.3,41493.73448275862,203.70010918690892,123,901,319
CNAG_01893,4739,157.96666666666667,9836.86091954023,99.18095038635308,44,417,129.5
CNAG_01894,9812,327.06666666666666,8395.857471264368,91.62891176514303,138,492,345
CNAG_01895,11181,372.7,6673.872413793103,81.69377218486794,205,580,371
CNAG_01896,100892,3363.0666666666666,1343829.6505747125,1159.2366671973039,1423,5899,3336.5
CNAG_01897,31096,1036.5333333333333,63443.567816091956,251.88006633334834,589,1476,973
CNAG_01898,4324,144.13333333333333,3042.0505747126435,55.1547874142639,53,259,160.5
CNAG_01899,10329,344.3,8857.527586206896,94.11443877645394,171,518,341
CNAG_01900,10136,337.8666666666667,5926.188505747126,76.98174137902524,145,468,347.5
CNAG_01902,15625,520.8333333333334,17527.936781609194,132.39311455513536,250,815,506
CNAG_01903,12466,415.53333333333336,14318.257471264367,119.65892140272854,254,648,426.5
CNAG_01904,9680,322.6666666666667,4068.2988505747126,63.78321762481658,198,423,318
CNAG_01905,16401,546.7,19795.665517241378,140.69707003787028,316,822,554
CNAG_01906,5428,180.93333333333334,2643.650574712644,51.41644264933781,87,330,187
CNAG_01907,27597,919.9,82528.3,287.27739207950214,418,1556,904
CNAG_01908,2027,67.56666666666666,700.1850574712644,26.461010137016018,20,113,70
CNAG_01909,4193,139.76666666666668,1391.2885057471265,37.299979969795245,76,196,145.5
CNAG_01910,5797,193.23333333333332,1889.0816091954023,43.463566457383614,110,276,190.5
CNAG_01911,4389,146.3,2418.9758620689654,49.18308512150255,84,250,141
CNAG_01912,7195,239.83333333333334,5681.247126436781,75.37404809638913,100,432,219
CNAG_01913,1334,44.46666666666667,329.567816091954,18.154002756746348,18,79,38
CNAG_01914,12541,418.03333333333336,13923.274712643679,117.99692670846846,213,678,422
CNAG_01915,136381,4546.033333333334,3002488.1712643676,1732.7689318730204,1374,6781,5002.5
CNAG_01916,18094,603.1333333333333,15341.91264367816,123.86247471965898,340,798,610.5
CNAG_01917,2140,71.33333333333333,338.91954022988506,18.409767522429092,32,103,73
CNAG_01918,3870,129,766.4137931034483,27.684179473183747,74,190,131.5
CNAG_01919,5738,191.26666666666668,5196.409195402299,72.08612345938919,83,323,176
CNAG_01920,143195,4773.166666666667,5318390.488505747,2306.1635866750103,1187,10007,4327.5
CNAG_01921,1624,54.13333333333333,250.94712643678162,15.841310755009562,29,96,49.5
CNAG_01922,2634,87.8,1012.096551724138,31.813464943701714,46,158,85.5
CNAG_01923,35189,1172.9666666666667,182140.10229885057,426.7787509926549,477,2119,1168
CNAG_01924,5651,188.36666666666667,4799.274712643678,69.2767977943819,60,334,204.5
CNAG_01925,1682,56.06666666666667,2630.6850574712644,51.290204303270855,9,201,38.5
CNAG_01926,5210,173.66666666666666,7933.471264367816,89.0700357267685,70,358,145.5
CNAG_01927,5028,167.6,3269.558620689655,57.18005439565142,53,288,164
CNAG_01928,5060,168.66666666666666,1569.4022988505747,39.6156824862399,98,252,158
CNAG_01929,2570,85.66666666666667,1839.8850574712644,42.89388135237081,23,195,72
CNAG_01930,2983,99.43333333333334,1815.7022988505746,42.6110584103537,55,256,88.5
CNAG_01931,824,27.466666666666665,133.2919540229885,11.545213468056296,13,56,23.5
CNAG_01933,34,1.1333333333333333,1.567816091954023,1.2521246311585852,0,4,1
CNAG_01934,1203,40.1,527.8172413793103,22.974273467931695,14,92,32.5
CNAG_01936,1393,46.43333333333333,2066.46091954023,45.45834268360682,4,157,30
CNAG_01937,875,29.166666666666668,170.21264367816093,13.04655677480311,3,58,29.5
CNAG_01938,13456,448.53333333333336,9291.498850574713,96.39242112622088,257,642,436
CNAG_01939,20002,666.7333333333333,299812.13333333336,547.5510326292275,124,1896,395.5
CNAG_01940,9806,326.8666666666667,9094.533333333333,95.36526271831548,164,538,313.5
CNAG_01941,4515,150.5,2488.396551724138,49.88383056386245,79,305,134.5
CNAG_01942,34197,1139.9,871625.9551724138,933.609101911723,154,3037,622
CNAG_01943,13668,455.6,21139.627586206898,145.39473025597212,200,761,472.5
CNAG_01944,744,24.8,148.37241379310345,12.18082155657423,7,58,23.5
CNAG_01946,10912,363.73333333333335,29299.92643678161,171.17221280564672,131,808,356.5
CNAG_01947,1765,58.833333333333336,536.1436781609195,23.154776573331894,17,99,64.5
CNAG_01948,7759,258.6333333333333,3843.4126436781607,61.995263074513694,128,388,263.5
CNAG_01949,4528,150.93333333333334,6206.754022988505,78.78295515521428,53,417,141
CNAG_01950,10090,336.3333333333333,5454.9885057471265,73.85789399750799,150,498,340
CNAG_01951,488209,16273.633333333333,43457729.82643678,6592.247706695856,7614,31910,17060
CNAG_01952,2021,67.36666666666666,1912.8609195402298,43.7362654960415,16,184,63.5
CNAG_01953,1544,51.46666666666667,629.8436781609196,25.09668659725661,18,96,40.5
CNAG_01954,5412,180.4,38985.489655172416,197.4474351699014,0,597,104.5
CNAG_01955,817,27.233333333333334,994.7367816091954,31.53944802321682,1,114,13.5
CNAG_01956,13952,465.06666666666666,13177.788505747127,114.79454911165045,258,705,443
CNAG_01957,36509,1216.9666666666667,72315.27471264367,268.9149953287166,622,1695,1238
CNAG_01958,27762,925.4,39535.213793103445,198.83463931896637,544,1258,911
CNAG_01959,12793,426.43333333333334,15202.254022988505,123.29742099082408,261,749,418
CNAG_01960,68052,2268.4,10518486.731034482,3243.2216592509494,77,11835,449
CNAG_01961,52222,1740.7333333333333,92832.34022988506,304.68400061356203,1028,2369,1746
CNAG_01962,8453,281.76666666666665,6518.8057471264365,80.73912154046783,114,477,289
CNAG_01963,1983,66.1,313.0586206896552,17.69346265403285,34,113,66
CNAG_01964,7275,242.5,11649.844827586207,107.93444689989478,106,411,211
CNAG_01965,461,15.366666666666667,69.89540229885057,8.36034702024088,3,36,14.5
CNAG_01969,1048,34.93333333333333,376.2712643678161,19.397712864351202,10,75,27
CNAG_01970,4670,155.66666666666666,2540.919540229885,50.40753455813808,76,279,152.5
CNAG_01971,8,0.26666666666666666,0.4091954022988506,0.639683829949492,0,2,0
CNAG_01972,7180,239.33333333333334,20981.05747126437,144.8483947831814,61,603,158.5
CNAG_01973,22636,754.5333333333333,91363.70574712644,302.2642978373834,380,1412,706
CNAG_01974,32760,1092,97873.72413793103,312.8477651157685,459,1813,1160
CNAG_01975,7823,260.76666666666665,4414.047126436782,66.43829563163689,129,365,263.5
CNAG_01976,504969,16832.3,41013124.493103445,6404.14900616026,7099,30936,18037.5
CNAG_01977,674,22.466666666666665,334.3264367816092,18.2845956143856,3,67,12.5
CNAG_01978,2965,98.83333333333333,610.3505747126437,24.705274228646882,43,152,95.5
CNAG_01979,7705,256.8333333333333,4092.8333333333335,63.975255633200355,108,379,249
CNAG_01980,7,0.23333333333333334,0.46091954022988507,0.6789105539243627,0,3,0
CNAG_01981,53984,1799.4666666666667,612963.7057471265,782.919986810355,448,3810,1796.5
CNAG_01982,10370,345.6666666666667,35437.12643678161,188.24751375989433,109,695,248
CNAG_01983,15274,509.1333333333333,33772.53333333333,183.77304844109577,274,887,451
CNAG_01984,678416,22613.866666666665,62849310.464367814,7927.755701607348,11658,43277,19811
CNAG_01985,274948,9164.933333333332,19725758.340229884,4441.368971412968,2756,18140,7082
CNAG_01986,7218,240.6,6730.731034482758,82.04103262686763,119,398,219.5
CNAG_01987,15251,508.3666666666667,10763.757471264367,103.74852997158257,288,684,486.5
CNAG_01988,7915,263.8333333333333,4333.316091954023,65.82792790263129,164,390,245
CNAG_01989,1346,44.86666666666667,703.6367816091954,26.52615278567918,15,102,36
CNAG_01990,1596391,53213.03333333333,501936456.79195404,22403.93842144622,16504,110330,52801.5
CNAG_01991,106926,3564.2,1153855.6827586207,1074.17674651736,1658,5870,3657.5
CNAG_01992,2043,68.1,2195.403448275862,46.855132571318826,5,199,49.5
CNAG_01993,4138,137.93333333333334,2526.47816091954,50.26408420452461,69,241,132.5
CNAG_01994,1405,46.833333333333336,1315.7988505747126,36.27394175678613,5,148,33
CNAG_01995,1416,47.2,1791.751724137931,42.32908839247464,12,157,30
CNAG_01996,5181,172.7,5697.941379310345,75.484709572935,79,357,162
CNAG_01997,14724,490.8,15362.096551724138,123.94392502952348,249,792,507
CNAG_01999,3763,125.43333333333334,805.3574712643679,28.378820822302817,72,188,121
CNAG_02000,3185,106.16666666666667,3038.9712643678163,55.126865178130856,41,237,95.5
CNAG_02001,15591,519.7,29015.251724137932,170.33863837702216,270,850,440.5
CNAG_02002,39017,1300.5666666666666,160750.46091954023,400.936978737981,469,1961,1292
CNAG_02004,26072,869.0666666666667,214926.34022988507,463.6014885975724,235,1921,714.5
CNAG_02005,559,18.633333333333333,190.86091954022987,13.815242290319409,1,54,16
CNAG_02006,8269,275.6333333333333,14735.067816091954,121.38808762021071,123,593,234.5
CNAG_02007,86000,2866.6666666666665,655414.9885057472,809.5770429710486,1167,4677,3030.5
CNAG_02008,1030072,34335.73333333333,678679599.3747126,26051.479792417023,6206,96846,23761.5
CNAG_02009,1705,56.833333333333336,227.45402298850576,15.081578928895533,27,86,57
CNAG_02010,2873,95.76666666666667,919.2195402298851,30.318633548197468,46,169,87.5
CNAG_02011,3875,129.16666666666666,4321.729885057472,65.73986526497808,49,261,110
CNAG_02012,7196,239.86666666666667,3867.8436781609194,62.191990466304574,122,388,236
CNAG_02013,5204,173.46666666666667,6536.7402298850575,80.85010964671018,54,345,152
CNAG_02016,77,2.566666666666667,4.185057471264368,2.045741301158181,0,7,2.5
CNAG_02018,1,0.03333333333333333,0.03333333333333333,0.18257418583505536,0,1,0
CNAG_02020,19261,642.0333333333333,27156.92988505747,164.79359782788126,275,967,649
CNAG_02021,22075,735.8333333333334,21086.2816091954,145.21116213705957,375,1010,737.5
CNAG_02022,27873,929.1,58952.57586206897,242.80151536197002,393,1381,930
CNAG_02023,2281,76.03333333333333,2722.309195402299,52.175752945235956,20,176,52
CNAG_02024,10025,334.1666666666667,4353.385057471264,65.98018685538307,198,446,336
CNAG_02025,12129,404.3,7936.493103448276,89.08699738709502,209,557,406.5
CNAG_02026,4651,155.03333333333333,6664.171264367817,81.63437550669336,40,310,127.5
CNAG_02027,2804,93.46666666666667,923.0850574712643,30.382314880062452,44,143,90
CNAG_02028,6064,202.13333333333333,1604.6022988505747,40.05748742558094,131,275,200.5
CNAG_02029,11147,371.56666666666666,8347.840229885058,91.36651591193055,193,548,354
CNAG_02030,114640,3821.3333333333335,3445828.2298850575,1856.2942196443585,1272,7084,3231
CNAG_02031,74,2.466666666666667,4.188505747126436,2.046583921349534,0,7,2
CNAG_02032,8110,270.3333333333333,3087.264367816092,55.56315656814407,165,369,280.5
CNAG_02033,27475,915.8333333333334,53052.557471264365,230.3314079131727,477,1418,963
CNAG_02034,7759,258.6333333333333,8098.998850574712,89.99443788687562,83,409,274.5
CNAG_02035,113531,3784.366666666667,868746.3091954023,932.0656142114686,2213,6038,3535.5
CNAG_02036,61852,2061.733333333333,379816.616091954,616.2926383561254,819,2953,2093
CNAG_02037,29129,970.9666666666667,115997.61954022989,340.5842326653274,389,1997,976
CNAG_02038,7150,238.33333333333334,3110.9885057471265,55.77623603065311,134,357,227
CNAG_02039,444,14.8,37.13103448275862,6.093523979009078,6,30,15
CNAG_02040,894,29.8,241.68275862068967,15.54614931810092,6,59,24.5
CNAG_02041,3228,107.6,6662.386206896552,81.62344152813303,27,303,74.5
CNAG_02043,5040,168,6818.896551724138,82.57661019758645,54,344,163
CNAG_02044,808,26.933333333333334,1347.2367816091953,36.70472424101828,0,119,10
CNAG_02045,1521,50.7,3526.493103448276,59.384283303314156,7,201,21
CNAG_02046,11304,376.8,10576.786206896551,102.84350347443709,184,568,380
CNAG_02047,8049,268.3,22815.18275862069,151.046955476172,90,708,207
CNAG_02048,20294,676.4666666666667,325377.56781609193,570.4187653085161,154,2093,488.5
CNAG_02049,656,21.866666666666667,299.7747126436782,17.314003368478307,2,78,15.5
CNAG_02050,5296,176.53333333333333,1689.8436781609196,41.107708257222505,104,253,171.5
CNAG_02051,6993,233.1,3515.748275862069,59.29374567239001,139,358,243.5
CNAG_02052,670,22.333333333333332,138.64367816091954,11.774705013753827,1,47,21.5
CNAG_02053,196,6.533333333333333,16.671264367816093,4.083045966899723,0,16,6
CNAG_02054,30519,1017.3,73576.14827586207,271.2492364521273,544,1625,973.5
CNAG_02055,5058,168.6,5445.420689655172,73.79309378021206,76,327,143
CNAG_02056,5191,173.03333333333333,2816.2402298850575,53.06826009852836,76,282,186.5
CNAG_02057,3267,108.9,1244.3689655172413,35.27561431807023,46,174,109.5
CNAG_02058,4207,140.23333333333332,11060.736781609196,105.17003747079866,33,343,84
CNAG_02059,7698,256.6,2427.2827586206895,49.26746145906738,157,353,257.5
CNAG_02060,9556,318.53333333333336,13969.291954022989,118.19175924751687,106,562,307
CNAG_02062,2437,81.23333333333333,596.3919540229886,24.421137443268044,37,127,79
CNAG_02063,7178,239.26666666666668,7825.3057471264365,88.46075823282568,118,401,227.5
CNAG_02064,15835,527.8333333333334,31150.488505747126,176.4950098607525,295,986,501.5
CNAG_02065,5359,178.63333333333333,1164.5850574712645,34.126017310422625,102,233,182
CNAG_02066,1171,39.03333333333333,379.89540229885057,19.49090563054602,7,77,35.5
CNAG_02067,19657,655.2333333333333,25275.49540229885,158.98268900197547,349,918,667
CNAG_02068,14367,478.9,8948.024137931034,94.59399631018363,258,658,496
CNAG_02069,3761,125.36666666666666,6075.619540229885,77.94626059170437,26,295,109.5
CNAG_02070,26184,872.8,1138360.8551724139,1066.9399491875886,23,3901,277.5
CNAG_02071,29455,981.8333333333334,136417.04022988505,369.34677503652995,416,1530,1140
CNAG_02072,9303,310.1,10376.506896551724,101.86514073298935,111,503,315
CNAG_02073,3885,129.5,1520.948275862069,38.999336864388724,62,216,120
CNAG_02074,22154,738.4666666666667,37006.8091954023,192.37153946309806,310,1106,769.5
CNAG_02075,5352,178.4,4969.696551724138,70.49607472564794,69,346,183.5
CNAG_02076,15244,508.1333333333333,35355.84367816092,188.0314965056677,241,1020,501.5
CNAG_02077,5123,170.76666666666668,1809.0126436781609,42.53248927206308,85,250,174.5
CNAG_02078,15695,523.1666666666666,34997.04022988506,187.07495885308933,245,1007,478
CNAG_02079,13471,449.03333333333336,56473.61954022988,237.64178828697172,174,1106,396
CNAG_02080,5135,171.16666666666666,1172.212643678161,34.23759109046898,99,227,178
CNAG_02081,8053,268.43333333333334,3303.8402298850574,57.479041657677776,151,373,261
CNAG_02082,12694,423.1333333333333,12916.32643678161,113.6500173197594,257,633,424
CNAG_02083,4265,142.16666666666666,14125.936781609196,118.85258424455564,15,439,89
CNAG_02084,35698,1189.9333333333334,77804.54712643678,278.9346646195786,550,1626,1178.5
CNAG_02085,3095,103.16666666666667,734.9022988505748,27.10908148297494,51,163,107.5
CNAG_02086,20137,671.2333333333333,19094.254022988505,138.1819598319133,385,913,695
CNAG_02087,1117,37.233333333333334,299.4264367816092,17.303942810284862,8,80,36
CNAG_02088,20737,691.2333333333333,18341.081609195404,135.42924945961786,349,906,708
CNAG_02089,8341,278.03333333333336,39691.34367816092,199.22686485050383,56,701,156
CNAG_02090,4045,134.83333333333334,1319.0402298850574,36.31859344585164,57,204,134
CNAG_02091,183704,6123.466666666666,1955231.9126436783,1398.296074743714,3820,9329,5634
CNAG_02092,15079,502.6333333333333,9087.34367816092,95.32755990877412,268,708,504
CNAG_02093,17641,588.0333333333333,65507.89540229885,255.94510232137446,222,1102,516.5
CNAG_02094,17873,595.7666666666667,33833.77126436782,183.93958590898214,252,990,606.5
CNAG_02095,21828,727.6,38609.83448275862,196.49385354956684,424,1161,687
CNAG_02096,4621,154.03333333333333,2271.1367816091956,47.65644533123716,61,246,150
CNAG_02097,11164,372.1333333333333,10514.050574712644,102.53804452354572,145,553,350
CNAG_02099,227007,7566.9,9557210.920689655,3091.4739074897034,1308,13259,8534.5
CNAG_02100,267332,8911.066666666668,13467362.822988506,3669.7905693633943,1564,14522,9179
CNAG_02101,4710,157,1786.2068965517242,42.26354098453801,81,246,156
CNAG_02102,3673,122.43333333333334,10351.150574712643,101.74060435594356,26,359,70
CNAG_02103,1942,64.73333333333333,907.5816091954023,30.126095153461264,22,142,54.5
CNAG_02104,5556,185.2,8859.475862068966,94.12478877569376,53,420,165.5
CNAG_02105,7029,234.3,4453.527586206897,66.73475545925749,109,360,239
CNAG_02106,33389,1112.9666666666667,84798.17126436782,291.2012556023202,595,1674,1111.5
CNAG_02107,4705,156.83333333333334,10598.69540229885,102.9499655284005,39,368,104
CNAG_02108,5322,177.4,2333.558620689655,48.306921043362465,101,295,174
CNAG_02109,13263,442.1,21537.81724137931,146.75768205235224,229,846,434
CNAG_02110,12278,409.26666666666665,13737.650574712643,117.20772404032357,182,664,405
CNAG_02111,3079,102.63333333333334,612.7919540229885,24.75463500080315,31,151,105.5
CNAG_02112,2969,98.96666666666667,857.3436781609196,29.280431659402147,54,172,104.5
CNAG_02113,42177,1405.9,81288.16206896551,285.11078911357515,749,1874,1441
CNAG_02114,51938,1731.2666666666667,1248700.9609195401,1117.4528897987334,599,3989,1149
CNAG_02115,19925,664.1666666666666,29780.005747126437,172.56884350057643,315,981,695
CNAG_02116,7298,243.26666666666668,9177.305747126436,95.79825544928487,99,435,223.5
CNAG_02117,13738,457.93333333333334,17451.236781609194,132.10312934071317,232,728,430
CNAG_02118,260,8.666666666666666,62.71264367816092,7.919131497718732,0,32,7
CNAG_02119,9134,304.46666666666664,4724.809195402298,68.73724751110055,183,439,302.5
CNAG_02120,25644,854.8,46391.88965517242,215.3877657973461,287,1418,868.5
CNAG_02121,8205,273.5,14765.706896551725,121.51422507900762,99,582,235.5
CNAG_02122,20696,689.8666666666667,40128.39540229885,200.32073133427517,386,1060,659
CNAG_02123,6255,208.5,2148.6724137931033,46.35377453663405,115,300,201.5
CNAG_02124,3014,100.46666666666667,2163.5678160919542,46.51416790712217,42,209,92
CNAG_02125,2661,88.7,4215.18275862069,64.92443883947469,17,233,52.5
CNAG_02126,60166,2005.5333333333333,428388.39540229883,654.5138618870488,925,3481,1888
CNAG_02127,10934,364.46666666666664,6845.912643678161,82.7400304790744,184,507,362
CNAG_02128,62614,2087.133333333333,760733.9816091954,872.2006544420816,893,4807,2080
CNAG_02129,37306,1243.5333333333333,1491910.9471264367,1221.4380652028317,123,4583,807.5
CNAG_02130,26057,868.5666666666667,21561.633333333335,146.8388005035908,415,1100,874
CNAG_02131,8597,286.56666666666666,6560.7367816091955,80.99837517882193,137,505,271.5
CNAG_02132,5400,180,8338.068965517241,91.31302735928341,82,351,128
CNAG_02133,53259,1775.3,263326.4931034483,513.1534790912445,715,2717,1736.5
CNAG_02134,29701,990.0333333333333,20081.412643678163,141.70890107427326,590,1247,1014
CNAG_02135,1961,65.36666666666666,345.067816091954,18.576001079133096,30,100,65.5
CNAG_02136,38640,1288,242760.9655172414,492.70778917857734,386,2363,1321.5
CNAG_02137,5882,196.06666666666666,4141.719540229885,64.356192710802,108,331,180
CNAG_02138,5809,193.63333333333333,2581.6885057471263,50.81031889042939,113,288,187.5
CNAG_02139,9717,323.9,4682.575862068966,68.4293494201791,180,483,326.5
CNAG_02140,32728,1090.9333333333334,146543.37471264368,382.80984145218065,419,1986,1162.5
CNAG_02141,2812,93.73333333333333,350.47816091954024,18.72106196025055,58,137,92
CNAG_02143,3232,107.73333333333333,2476.822988505747,49.76769020665664,34,220,111.5
CNAG_02144,922094,30736.466666666667,144930874.67126438,12038.723963579545,13578,64130,31777.5
CNAG_02145,44153,1471.7666666666667,185198.94367816093,430.3474685392734,677,2179,1584.5
CNAG_02146,37,1.2333333333333334,3.357471264367816,1.8323403789601471,0,7,0
CNAG_02147,4567,152.23333333333332,9083.495402298851,95.30737328401645,48,350,109
CNAG_02148,51241,1708.0333333333333,221041.27471264367,470.1502682256426,678,2686,1691
CNAG_02149,12033,401.1,14435.403448275862,120.14742381039996,153,637,364
CNAG_02150,870,29,137.58620689655172,11.729714698003175,14,58,26.5
CNAG_02151,9449,314.96666666666664,6950.86091954023,83.37182329504513,163,483,302
CNAG_02152,4066,135.53333333333333,1922.8091954022989,43.84984829394851,65,234,120.5
CNAG_02153,20038,667.9333333333333,12236.547126436782,110.61892752344322,393,925,662
CNAG_02154,7899,263.3,4242.2172413793105,65.13230566607719,152,382,269
CNAG_02155,39,1.3,5.044827586206897,2.246069363623238,0,11,1
CNAG_02156,15724,524.1333333333333,177979.36091954022,421.87600182937666,96,1457,267.5
CNAG_02157,2268,75.6,312.8,17.686152775547317,41,116,76.5
CNAG_02159,6034,201.13333333333333,4210.326436781609,64.88702826283239,93,326,196.5
CNAG_02160,1380,46,827.5862068965517,28.767798089123048,11,118,38
CNAG_02161,11319,377.3,6938.079310344828,83.2951337734974,214,543,367
CNAG_02162,17830,594.3333333333334,29584.505747126437,172.0014701888517,276,917,589
CNAG_02163,7283,242.76666666666668,5655.978160919541,75.2062375133841,108,387,228
CNAG_02164,60303,2010.1,2537120.9896551725,1592.8342630842583,432,5820,1145.5
CNAG_02165,7160,238.66666666666666,14834.022988505747,121.79500395544042,78,498,202.5
CNAG_02166,40984,1366.1333333333334,72886.39540229885,269.9748051250317,806,1842,1365.5
CNAG_02167,13293,443.1,35652.09310344828,188.81761862561524,198,912,376
CNAG_02168,5317,177.23333333333332,3201.219540229885,56.57932078268424,88,309,157.5
CNAG_02169,1418,47.266666666666666,1544.271264367816,39.297217005378585,3,129,34
CNAG_02170,1866,62.2,1365.4068965517242,36.95141264622672,17,140,54
CNAG_02171,3319,110.63333333333334,610.1712643678161,24.701644972912554,68,166,110.5
CNAG_02172,7237,241.23333333333332,6106.46091954023,78.14384761156971,97,384,239.5
CNAG_02173,3739,124.63333333333334,1479.1367816091954,38.459547340149435,60,199,115.5
CNAG_02174,11506,383.53333333333336,7193.429885057471,84.8140901328162,213,602,378
CNAG_02175,221,7.366666666666666,12.171264367816091,3.4887339204668635,2,15,6.5
CNAG_02176,5731,191.03333333333333,8282.791954022989,91.00984536863574,77,384,177.5
CNAG_02177,25586,852.8666666666667,20783.84367816092,144.16602816947173,501,1059,847
CNAG_02178,7008,233.6,4321.351724137931,65.73698901028196,132,363,228
CNAG_02179,9351,311.7,10907.803448275861,104.44043014214304,129,498,289.5
CNAG_02180,17639,587.9666666666667,18876.722988505746,137.39258709444897,332,892,587
CNAG_02181,15243,508.1,26424.85172413793,162.55722599791721,256,926,480
CNAG_02182,119603,3986.766666666667,3532600.8747126437,1879.5214483247175,720,7863,3746
CNAG_02183,17514,583.8,39487.95862068966,198.715773457191,294,933,556
CNAG_02184,220,7.333333333333333,25.264367816091955,5.02636725837776,0,18,6
CNAG_02185,9796,326.53333333333336,7107.498850574712,84.30598348026498,183,500,320.5
CNAG_02186,3398,113.26666666666667,1098.271264367816,33.14017598577014,56,187,108
CNAG_02187,5739,191.3,1962.010344827586,44.2945859539017,69,265,205
